gene	individual	counts	tissue	sex	path
_chr9_000892.1_5	indv_1	109	leaves	male	ptgs
_scaffold_1_000909.1	indv_1	132	leaves	male	ptgs
_scaffold_1_003276.1	indv_1	22	leaves	male	ptgs
_scaffold_1_000912.1	indv_1	2861	leaves	male	ptgs
_scaffold_1_000913.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003275.1	indv_1	255	leaves	male	ptgs
_scaffold_1_003264.1	indv_1	172	leaves	male	ptgs
_scaffold_1_000915.1	indv_1	85	leaves	male	ptgs
_scaffold_1_000916.1	indv_1	22	leaves	male	ptgs
_scaffold_1_000917.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003263.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000921.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003262.1	indv_1	656	leaves	male	ptgs
_scaffold_1_003261.1	indv_1	934	leaves	male	ptgs
_scaffold_1_000924.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000925.1	indv_1	247	leaves	male	ptgs
_scaffold_1_000928.1	indv_1	258	leaves	male	ptgs
_scaffold_1_000929.1	indv_1	274	leaves	male	ptgs
_scaffold_1_003259.1	indv_1	171	leaves	male	ptgs
_scaffold_1_003258.1	indv_1	1373	leaves	male	ptgs
_scaffold_1_000930.1	indv_1	1007	leaves	male	ptgs
_scaffold_1_000932.1	indv_1	260	leaves	male	ptgs
_scaffold_1_003250.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000935.1	indv_1	110	leaves	male	ptgs
_scaffold_1_003242.1	indv_1	469	leaves	male	ptgs
_scaffold_1_000938.1	indv_1	1077	leaves	male	ptgs
_scaffold_1_000939.1	indv_1	169	leaves	male	ptgs
_scaffold_1_003235.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003233.1	indv_1	194	leaves	male	ptgs
_scaffold_1_003232.1	indv_1	386	leaves	male	ptgs
_scaffold_1_003230.1	indv_1	15241	leaves	male	ptgs
_scaffold_1_000959.1	indv_1	107	leaves	male	ptgs
_scaffold_1_000967.1	indv_1	22	leaves	male	ptgs
_scaffold_1_003217.1	indv_1	264	leaves	male	ptgs
_scaffold_1_000972.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000973.1	indv_1	86	leaves	male	ptgs
_scaffold_1_003215.1	indv_1	729	leaves	male	ptgs
_scaffold_1_003214.1	indv_1	172	leaves	male	ptgs
_scaffold_1_000975.1	indv_1	85	leaves	male	ptgs
_scaffold_1_003209.1	indv_1	21	leaves	male	ptgs
_scaffold_1_003208.1	indv_1	235	leaves	male	ptgs
_scaffold_1_000977.1	indv_1	108	leaves	male	ptgs
_scaffold_1_003207.1	indv_1	86	leaves	male	ptgs
_scaffold_1_003204.1	indv_1	453	leaves	male	ptgs
_scaffold_1_000981.1	indv_1	307	leaves	male	ptgs
_scaffold_1_003203.1	indv_1	22	leaves	male	ptgs
_scaffold_1_003200.1	indv_1	43	leaves	male	ptgs
_scaffold_1_000983.1	indv_1	43	leaves	male	ptgs
_scaffold_1_003199.1	indv_1	88	leaves	male	ptgs
_scaffold_1_003197.1	indv_1	22	leaves	male	ptgs
_scaffold_1_003195.1	indv_1	176	leaves	male	ptgs
_scaffold_1_003193.1	indv_1	350	leaves	male	ptgs
_scaffold_1_000985.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000987.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000995.1	indv_1	0	leaves	male	ptgs
_scaffold_1_000999.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001009.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001011.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001013.1	indv_1	538	leaves	male	ptgs
_scaffold_1_001015.1	indv_1	42	leaves	male	ptgs
_scaffold_1_001019.1	indv_1	169	leaves	male	ptgs
_scaffold_1_001020.1	indv_1	88	leaves	male	ptgs
_scaffold_1_003183.1	indv_1	367	leaves	male	ptgs
_scaffold_1_001021.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001023.1	indv_1	392	leaves	male	ptgs
_scaffold_1_001024.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001025.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001029.1	indv_1	94	leaves	male	ptgs
_scaffold_1_003163.1	indv_1	194	leaves	male	ptgs
_scaffold_1_001031.1	indv_1	66	leaves	male	ptgs
_scaffold_1_003161.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003158.1	indv_1	43	leaves	male	ptgs
_scaffold_1_003157.1	indv_1	235	leaves	male	ptgs
_scaffold_1_001041.1	indv_1	1711	leaves	male	ptgs
_scaffold_1_002419.1_1	indv_1	191	leaves	male	ptgs
_scaffold_1_003153.1	indv_1	3348	leaves	male	ptgs
_scaffold_1_001044.1	indv_1	625	leaves	male	ptgs
_scaffold_1_001045.1	indv_1	87	leaves	male	ptgs
_scaffold_1_001046.1	indv_1	252	leaves	male	ptgs
_scaffold_1_003152.1	indv_1	154	leaves	male	ptgs
_scaffold_1_003150.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003149.1	indv_1	88	leaves	male	ptgs
_scaffold_1_003145.1	indv_1	379	leaves	male	ptgs
_scaffold_1_003144.1	indv_1	87	leaves	male	ptgs
_scaffold_1_001051.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001052.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001054.1	indv_1	388	leaves	male	ptgs
_scaffold_1_003141.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001055.1	indv_1	105	leaves	male	ptgs
_scaffold_1_001056.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001058.1	indv_1	66	leaves	male	ptgs
_scaffold_1_003134.1	indv_1	66	leaves	male	ptgs
_scaffold_1_003129.1	indv_1	169	leaves	male	ptgs
_scaffold_1_003127.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003122.1	indv_1	0	leaves	male	ptgs
_scaffold_1_004139.1_5	indv_1	21	leaves	male	ptgs
_scaffold_1_003118.1	indv_1	477	leaves	male	ptgs
_scaffold_1_001069.1	indv_1	40	leaves	male	ptgs
_scaffold_1_003104.1	indv_1	281	leaves	male	ptgs
_scaffold_1_003103.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001074.1	indv_1	84	leaves	male	ptgs
_scaffold_1_003100.1	indv_1	581	leaves	male	ptgs
_scaffold_1_003098.1	indv_1	1401	leaves	male	ptgs
_scaffold_1_003097.1	indv_1	2025	leaves	male	ptgs
_scaffold_1_003096.1	indv_1	454	leaves	male	ptgs
_scaffold_1_001077.1	indv_1	409	leaves	male	ptgs
_scaffold_1_003095.1	indv_1	495	leaves	male	ptgs
_scaffold_1_003094.1	indv_1	11131	leaves	male	ptgs
_scaffold_1_001079.1	indv_1	194	leaves	male	ptgs
_scaffold_1_001080.1	indv_1	1976	leaves	male	ptgs
_scaffold_1_001081.1	indv_1	342	leaves	male	ptgs
_scaffold_1_001087.1	indv_1	1772	leaves	male	ptgs
_scaffold_1_001088.1	indv_1	1130	leaves	male	ptgs
_scaffold_1_001090.1	indv_1	2589	leaves	male	ptgs
_scaffold_1_001091.1	indv_1	345	leaves	male	ptgs
_scaffold_1_001092.1	indv_1	180	leaves	male	ptgs
_scaffold_1_001093.1	indv_1	471	leaves	male	ptgs
_scaffold_1_003082.1	indv_1	9059	leaves	male	ptgs
_scaffold_1_001101.1	indv_1	44	leaves	male	ptgs
_scaffold_1_003080.1	indv_1	11	leaves	male	ptgs
_scaffold_1_001104.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003071.1	indv_1	0	leaves	male	ptgs
_scaffold_1_003070.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001114.1	indv_1	652	leaves	male	ptgs
_scaffold_1_003065.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001116.1	indv_1	21	leaves	male	ptgs
_scaffold_1_003062.1	indv_1	286	leaves	male	ptgs
_scaffold_1_001121.1	indv_1	986	leaves	male	ptgs
_scaffold_1_003057.1	indv_1	326	leaves	male	ptgs
_scaffold_1_003056.1	indv_1	262	leaves	male	ptgs
_scaffold_1_001124.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001127.1	indv_1	147	leaves	male	ptgs
_scaffold_1_001137.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001139.1	indv_1	394	leaves	male	ptgs
_scaffold_1_003037.1	indv_1	132	leaves	male	ptgs
_scaffold_1_003033.1	indv_1	302	leaves	male	ptgs
_scaffold_1_001146.1	indv_1	1862	leaves	male	ptgs
_scaffold_1_003030.1	indv_1	176	leaves	male	ptgs
_scaffold_1_003029.1	indv_1	63	leaves	male	ptgs
_scaffold_1_003024.1	indv_1	66	leaves	male	ptgs
_scaffold_1_003019.1	indv_1	1178	leaves	male	ptgs
_scaffold_1_003016.1	indv_1	6041	leaves	male	ptgs
_scaffold_1_001157.1	indv_1	2838	leaves	male	ptgs
_scaffold_1_003011.1	indv_1	297	leaves	male	ptgs
_scaffold_1_003009.1	indv_1	44	leaves	male	ptgs
_scaffold_1_003007.1	indv_1	107	leaves	male	ptgs
_scaffold_1_003006.1	indv_1	956	leaves	male	ptgs
_scaffold_1_003003.1	indv_1	352	leaves	male	ptgs
_scaffold_1_003002.1	indv_1	690	leaves	male	ptgs
_scaffold_1_001160.1	indv_1	43	leaves	male	ptgs
_scaffold_1_003001.1	indv_1	418	leaves	male	ptgs
_scaffold_1_003000.1	indv_1	277	leaves	male	ptgs
_scaffold_1_001163.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002990.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002989.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001167.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002988.1	indv_1	162	leaves	male	ptgs
_scaffold_1_001176.1	indv_1	64	leaves	male	ptgs
_scaffold_1_002985.1	indv_1	566	leaves	male	ptgs
_scaffold_1_002983.1	indv_1	66	leaves	male	ptgs
_scaffold_1_001179.1	indv_1	168	leaves	male	ptgs
_scaffold_1_001180.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001181.1	indv_1	374	leaves	male	ptgs
_scaffold_1_001182.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001184.1	indv_1	612	leaves	male	ptgs
_scaffold_1_002972.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001193.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002971.1	indv_1	1042	leaves	male	ptgs
_scaffold_1_002970.1	indv_1	884	leaves	male	ptgs
_scaffold_1_001201.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001202.1	indv_1	1023	leaves	male	ptgs
_scaffold_1_001203.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001206.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001208.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001210.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002962.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001215.1	indv_1	132	leaves	male	ptgs
_scaffold_1_001216.1	indv_1	252	leaves	male	ptgs
_scaffold_1_001217.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002958.1	indv_1	541	leaves	male	ptgs
_scaffold_1_002957.1	indv_1	85	leaves	male	ptgs
_scaffold_1_001219.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001220.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002955.1	indv_1	66	leaves	male	ptgs
_scaffold_1_002953.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002952.1	indv_1	1279	leaves	male	ptgs
_scaffold_1_001224.1	indv_1	264	leaves	male	ptgs
_scaffold_1_001225.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002947.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001226.1	indv_1	10038	leaves	male	ptgs
_scaffold_1_001229.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001230.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002945.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002943.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002942.1	indv_1	549	leaves	male	ptgs
_scaffold_1_002941.1	indv_1	305	leaves	male	ptgs
_scaffold_1_002940.1	indv_1	282	leaves	male	ptgs
_scaffold_1_002934.1	indv_1	43	leaves	male	ptgs
_scaffold_1_002933.1	indv_1	62	leaves	male	ptgs
_scaffold_1_001234.1	indv_1	84	leaves	male	ptgs
_scaffold_1_002932.1	indv_1	126	leaves	male	ptgs
_scaffold_1_001242.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002929.1	indv_1	774	leaves	male	ptgs
_scaffold_1_002928.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001244.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001245.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002925.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002920.1	indv_1	242	leaves	male	ptgs
_scaffold_1_002919.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001250.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002917.1	indv_1	407	leaves	male	ptgs
_scaffold_1_001258.1	indv_1	43	leaves	male	ptgs
_scaffold_1_001263.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002907.1	indv_1	607	leaves	male	ptgs
_scaffold_1_001266.1	indv_1	86	leaves	male	ptgs
_scaffold_1_002903.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002902.1	indv_1	174	leaves	male	ptgs
_scaffold_1_001272.1	indv_1	256	leaves	male	ptgs
_scaffold_1_001283.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002885.1	indv_1	210	leaves	male	ptgs
_scaffold_1_002883.1	indv_1	172	leaves	male	ptgs
_scaffold_1_002878.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001285.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002875.1	indv_1	216	leaves	male	ptgs
_scaffold_1_002874.1	indv_1	110	leaves	male	ptgs
_scaffold_1_002873.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002872.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002871.1	indv_1	1084	leaves	male	ptgs
_scaffold_1_002868.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001292.1	indv_1	1059	leaves	male	ptgs
_scaffold_1_002849.1	indv_1	475	leaves	male	ptgs
_scaffold_1_001297.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001300.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001301.1	indv_1	189	leaves	male	ptgs
_scaffold_1_001303.1	indv_1	147	leaves	male	ptgs
_scaffold_1_001305.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001307.1	indv_1	2	leaves	male	ptgs
_scaffold_1_002836.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002833.1	indv_1	578	leaves	male	ptgs
_scaffold_1_001344.1	indv_1	196	leaves	male	ptgs
_scaffold_1_001346.1	indv_1	28	leaves	male	ptgs
_scaffold_1_002826.1	indv_1	24	leaves	male	ptgs
_scaffold_1_001351.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001357.1	indv_1	747	leaves	male	ptgs
_scaffold_1_002819.1	indv_1	212	leaves	male	ptgs
_scaffold_1_001363.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001364.1	indv_1	286	leaves	male	ptgs
_scaffold_1_002815.1	indv_1	175	leaves	male	ptgs
_scaffold_1_002814.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002813.1	indv_1	218	leaves	male	ptgs
_scaffold_1_001370.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002810.1	indv_1	1618	leaves	male	ptgs
_scaffold_1_002807.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002804.1	indv_1	66	leaves	male	ptgs
_scaffold_1_001374.1	indv_1	6229	leaves	male	ptgs
_scaffold_1_001375.1	indv_1	198	leaves	male	ptgs
_scaffold_1_002801.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001378.1	indv_1	105	leaves	male	ptgs
_scaffold_1_002795.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002793.1	indv_1	193	leaves	male	ptgs
_scaffold_1_002792.1	indv_1	277	leaves	male	ptgs
_scaffold_1_002791.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002790.1	indv_1	286	leaves	male	ptgs
_scaffold_1_002789.1	indv_1	384	leaves	male	ptgs
_scaffold_1_002788.1	indv_1	105	leaves	male	ptgs
_scaffold_1_002787.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001381.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001383.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001384.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002783.1	indv_1	305	leaves	male	ptgs
_scaffold_1_001385.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001386.1	indv_1	42	leaves	male	ptgs
_scaffold_1_001387.1	indv_1	193	leaves	male	ptgs
_scaffold_1_001390.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001391.1	indv_1	341	leaves	male	ptgs
_scaffold_1_001392.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001393.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001394.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001397.1	indv_1	2477	leaves	male	ptgs
_scaffold_1_001398.1	indv_1	197	leaves	male	ptgs
_scaffold_1_001399.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002770.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001403.1	indv_1	192	leaves	male	ptgs
_scaffold_1_002769.1	indv_1	105	leaves	male	ptgs
_scaffold_1_002767.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002766.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001407.1	indv_1	350	leaves	male	ptgs
_scaffold_1_002765.1	indv_1	324	leaves	male	ptgs
_scaffold_1_001415.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001421.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002759.1	indv_1	308	leaves	male	ptgs
_scaffold_1_002753.1	indv_1	110	leaves	male	ptgs
_scaffold_1_002752.1	indv_1	3839	leaves	male	ptgs
_scaffold_1_002750.1	indv_1	262	leaves	male	ptgs
_scaffold_1_002748.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001426.1	indv_1	642	leaves	male	ptgs
_scaffold_1_001432.1	indv_1	110	leaves	male	ptgs
_scaffold_1_001433.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001435.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002745.1	indv_1	153	leaves	male	ptgs
_scaffold_1_002744.1	indv_1	720	leaves	male	ptgs
_scaffold_1_001444.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001449.1	indv_1	169	leaves	male	ptgs
_scaffold_1_002736.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002735.1	indv_1	105	leaves	male	ptgs
_scaffold_1_002734.1	indv_1	197	leaves	male	ptgs
_scaffold_1_001450.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002726.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001453.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001455.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001456.1	indv_1	66	leaves	male	ptgs
_scaffold_1_001457.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002710.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001467.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002699.1	indv_1	132	leaves	male	ptgs
_scaffold_1_002693.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002688.1	indv_1	499	leaves	male	ptgs
_scaffold_1_002686.1	indv_1	194	leaves	male	ptgs
_scaffold_1_001479.1	indv_1	479	leaves	male	ptgs
_scaffold_1_001481.1	indv_1	1525	leaves	male	ptgs
_scaffold_1_002684.1	indv_1	385	leaves	male	ptgs
_scaffold_1_002679.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001489.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001491.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002678.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001500.1	indv_1	54	leaves	male	ptgs
_scaffold_1_001501.1	indv_1	3	leaves	male	ptgs
_scaffold_1_001506.1	indv_1	542	leaves	male	ptgs
_scaffold_1_002670.1	indv_1	63	leaves	male	ptgs
_scaffold_1_002669.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001511.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002665.1	indv_1	433	leaves	male	ptgs
_scaffold_1_001512.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001513.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001516.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001517.1	indv_1	85	leaves	male	ptgs
_scaffold_1_002663.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001519.1	indv_1	592	leaves	male	ptgs
_scaffold_1_002660.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002656.1	indv_1	132	leaves	male	ptgs
_scaffold_1_002655.1	indv_1	1846	leaves	male	ptgs
_scaffold_1_001520.1	indv_1	341	leaves	male	ptgs
_scaffold_1_002654.1	indv_1	654	leaves	male	ptgs
_scaffold_1_001523.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001525.1	indv_1	256	leaves	male	ptgs
_scaffold_1_002652.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002651.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001527.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001530.1	indv_1	132	leaves	male	ptgs
_scaffold_1_001532.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002650.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001534.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001535.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001537.1	indv_1	189	leaves	male	ptgs
_scaffold_1_001542.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001544.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001545.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002648.1	indv_1	66	leaves	male	ptgs
_scaffold_1_001547.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002647.1	indv_1	42	leaves	male	ptgs
_scaffold_1_001548.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002642.1	indv_1	2823	leaves	male	ptgs
_scaffold_1_002641.1	indv_1	558	leaves	male	ptgs
_scaffold_1_002639.1	indv_1	87	leaves	male	ptgs
_scaffold_1_002638.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001549.1	indv_1	105	leaves	male	ptgs
_scaffold_1_001550.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002618.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001557.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001558.1	indv_1	263	leaves	male	ptgs
_scaffold_1_001559.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001561.1	indv_1	168	leaves	male	ptgs
_scaffold_1_001562.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002602.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002600.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001564.1	indv_1	106	leaves	male	ptgs
_scaffold_1_001565.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002588.1	indv_1	66	leaves	male	ptgs
_scaffold_1_002587.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001566.1	indv_1	131	leaves	male	ptgs
_scaffold_1_001567.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001574.1	indv_1	847	leaves	male	ptgs
_scaffold_1_001580.1	indv_1	280	leaves	male	ptgs
_scaffold_1_002580.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002570.1	indv_1	684	leaves	male	ptgs
_scaffold_1_002568.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002567.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001592.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001593.1	indv_1	1269	leaves	male	ptgs
_scaffold_1_002557.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001594.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002553.1	indv_1	1954	leaves	male	ptgs
_scaffold_1_002548.1	indv_1	473	leaves	male	ptgs
_scaffold_1_002546.1	indv_1	502	leaves	male	ptgs
_scaffold_1_001601.1	indv_1	147	leaves	male	ptgs
_scaffold_1_001603.1	indv_1	2426	leaves	male	ptgs
_scaffold_1_001605.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002537.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002536.1	indv_1	87	leaves	male	ptgs
_scaffold_1_002535.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002534.1	indv_1	88	leaves	male	ptgs
_scaffold_1_001611.1	indv_1	716	leaves	male	ptgs
_scaffold_1_001612.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001613.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002518.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002517.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001618.1	indv_1	173	leaves	male	ptgs
_scaffold_1_001620.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001621.1	indv_1	65	leaves	male	ptgs
_scaffold_1_001622.1	indv_1	127	leaves	male	ptgs
_scaffold_1_002508.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002507.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001623.1	indv_1	170	leaves	male	ptgs
_scaffold_1_002502.1	indv_1	126	leaves	male	ptgs
_scaffold_1_001628.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002500.1	indv_1	315	leaves	male	ptgs
_scaffold_1_002494.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001640.1	indv_1	86	leaves	male	ptgs
_scaffold_1_002485.1	indv_1	386	leaves	male	ptgs
_scaffold_1_002484.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001649.1	indv_1	876	leaves	male	ptgs
_scaffold_1_001652.1	indv_1	169	leaves	male	ptgs
_scaffold_1_002479.1	indv_1	220	leaves	male	ptgs
_scaffold_1_001659.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002477.1	indv_1	63	leaves	male	ptgs
_scaffold_1_002476.1	indv_1	752	leaves	male	ptgs
_scaffold_1_002473.1	indv_1	410	leaves	male	ptgs
_scaffold_1_002472.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002468.1	indv_1	446	leaves	male	ptgs
_scaffold_1_001668.1	indv_1	374	leaves	male	ptgs
_scaffold_1_001669.1	indv_1	280	leaves	male	ptgs
_scaffold_1_001671.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002458.1	indv_1	321	leaves	male	ptgs
_scaffold_1_001678.1	indv_1	460	leaves	male	ptgs
_scaffold_1_002451.1	indv_1	24	leaves	male	ptgs
_scaffold_1_002448.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001680.1	indv_1	109	leaves	male	ptgs
_scaffold_1_001685.1	indv_1	20	leaves	male	ptgs
_scaffold_1_002443.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001690.1	indv_1	190	leaves	male	ptgs
_scaffold_1_002439.1	indv_1	362	leaves	male	ptgs
_scaffold_1_001700.1	indv_1	601	leaves	male	ptgs
_scaffold_1_001702.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001704.1	indv_1	189	leaves	male	ptgs
_scaffold_1_001705.1	indv_1	303	leaves	male	ptgs
_scaffold_1_001706.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001707.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002431.1	indv_1	1515	leaves	male	ptgs
_scaffold_1_002429.1	indv_1	3281	leaves	male	ptgs
